FullyPaid, IntRate ,Installment,logannual.inc,FICO,RevBal,Purpose,,
Yes, 0.20 ,735.06,13.30468493,672,952013,small_business,,
Yes, 0.15 ,329.57,11.69524702,672,3951,small_business,,
Yes, 0.16 ,127.13,9.798127037,702,707,home_improvement,,
Yes, 0.07 ,279.41,10.71441777,737,4964,all_other,,
Yes, 0.15 ,518.06,11.22524339,677,7151,all_other,,
Yes, 0.13 ,339.23,11.28978191,692,126402,credit_card,,
No, 0.13 ,168.09,10.81977828,737,0,educational,,
No, 0.20 ,130.27,10.81977828,672,390,all_other,,
Yes, 0.17 ,115.28,8.987196821,707,0,small_business,,
Yes, 0.17 ,249.39,10.59653473,682,6246,all_other,,
Yes, 0.15 ,259.03,9.903487553,692,3642,debt_consolidation,,
Yes, 0.13 ,185.74,9.952277717,677,9369,all_other,,
Yes, 0.20 ,370.57,11.90496755,662,3823,small_business,,
Yes, 0.15 ,435.17,11.15625052,687,2680,home_improvement,,
Yes, 0.10 ,224.66,10.1266311,732,11786,educational,,
Yes, 0.16 ,70.32,10.1266311,687,3811,educational,,
Yes, 0.14 ,204.46,10.59663473,722,1472,all_other,,
Yes, 0.15 ,180.4,10.12647109,692,225,major_purchase,,
Yes, 0.13 ,149.44,11.26446411,697,38558,home_improvement,,
Yes, 0.10 ,208.62,10.82774645,737,3633,debt_consolidation,,
Yes, 0.19 ,233.08,9.809176873,667,6758,debt_consolidation,,
Yes, 0.20 ,186.09,10.96819829,677,0,educational,,
Yes, 0.13 ,271.39,11.25161265,697,6700,debt_consolidation,,
Yes, 0.17 ,212.82,11.37939407,662,6155,debt_consolidation,,
No, 0.18 ,74.58,9.903487553,677,661,debt_consolidation,,
Yes, 0.15 ,863.42,11.69524702,697,311616,home_improvement,,
Yes, 0.15 ,131.83,10.55059079,712,639,small_business,,
No, 0.11 ,147.22,11.06663836,732,1596,home_improvement,,
Yes, 0.13 ,336.18,10.83958091,702,10639,debt_consolidation,,
No, 0.08 ,405.48,10.73630972,712,58996,all_other,,
Yes, 0.14 ,246.45,10.4341158,702,4009,debt_consolidation,,
Yes, 0.13 ,185.74,10.59653473,687,42411,debt_consolidation,,
Yes, 0.11 ,164.32,11.21182037,717,260,all_other,,
Yes, 0.13 ,141.2,10.73639668,702,2215,credit_card,,
Yes, 0.12 ,184.88,11.19821472,712,5266,all_other,,
Yes, 0.12 ,266.52,11.31260693,712,11754,educational,,
Yes, 0.13 ,288.35,10.21464198,687,8537,all_other,,
No, 0.13 ,135.09,9.852194258,682,15360,educational,,
Yes, 0.13 ,220.5,10.13399909,722,25283,credit_card,,
Yes, 0.16 ,160.07,11.15625052,682,82586,credit_card,,
Yes, 0.19 ,146.31,10.86513399,682,1682,all_other,,
No, 0.14 ,330.08,11.08214255,687,10754,debt_consolidation,,
Yes, 0.09 ,223.63,10.95954023,737,125743,debt_consolidation,,
No, 0.16 ,210.95,10.45966888,662,829,all_other,,
No, 0.13 ,168.86,10.68464561,677,43075,all_other,,
Yes, 0.13 ,135.09,10.49127422,677,1048,all_other,,
Yes, 0.12 ,333.15,11.15619338,707,107643,educational,,
Yes, 0.13 ,540.33,12.67608877,722,66442,debt_consolidation,,
Yes, 0.13 ,363.03,11.35040654,702,16652,all_other,,
Yes, 0.13 ,174.03,11.15625052,692,4096,all_other,,
No, 0.14 ,137.54,10.59663473,707,12121,debt_consolidation,,
Yes, 0.11 ,107.96,11.28616287,722,31890,credit_card,,
Yes, 0.13 ,268.95,11.21187442,722,4505,all_other,,
Yes, 0.13 ,502,11.08214255,722,39458,all_other,,
Yes, 0.13 ,361.44,11.35040654,732,3532,small_business,,
Yes, 0.12 ,79.24,10.1266311,727,268,all_other,,
No, 0.14 ,464.17,11.69524702,682,107404,small_business,,
No, 0.15 ,690.74,12.01609788,682,16244,debt_consolidation,,
Yes, 0.15 ,103.62,11.03495418,662,25277,all_other,,
Yes, 0.14 ,85.19,10.49127422,707,8035,all_other,,
Yes, 0.13 ,210.32,11.47210347,707,12616,credit_card,,
Yes, 0.14 ,238.53,10.9331784,732,3205,all_other,,
Yes, 0.17 ,35.85,10.1266311,672,1559,educational,,
No, 0.14 ,239.61,10.81977828,677,60550,debt_consolidation,,
Yes, 0.14 ,102.69,9.392661929,672,256,debt_consolidation,,
No, 0.14 ,326.64,10.95080655,672,8333,credit_card,,
No, 0.15 ,167.27,11.23848862,672,14063,credit_card,,
No, 0.13 ,602.4,11.51292546,717,12220,debt_consolidation,,
No, 0.13 ,267.73,10.91508846,717,55821,credit_card,,
Yes, 0.13 ,742.95,11.75981679,717,54294,debt_consolidation,,
Yes, 0.08 ,31.2,11.75978554,792,167381,educational,,
Yes, 0.13 ,220.5,10.57131693,727,0,major_purchase,,
Yes, 0.11 ,163.57,11.51292546,727,5572,major_purchase,,
Yes, 0.13 ,149.26,10.54534144,672,2166,educational,,
No, 0.12 ,99.5,10.75790288,702,62265,debt_consolidation,,
Yes, 0.12 ,49.75,10.26548829,692,5906,educational,,
Yes, 0.13 ,336.18,11.53272809,707,56283,small_business,,
Yes, 0.14 ,684.58,11.31447453,697,30058,credit_card,,
No, 0.13 ,135.7,10.858999,677,11346,debt_consolidation,,
Yes, 0.12 ,59.97,10.40426284,687,1469,debt_consolidation,,
Yes, 0.13 ,488.49,11.54248427,687,6023,home_improvement,,
No, 0.12 ,166.58,11.47210347,707,731,home_improvement,,
No, 0.12 ,313.63,11.00209984,732,5928,all_other,,
Yes, 0.12 ,99.05,10.91508846,712,2245,credit_card,,
Yes, 0.12 ,99.05,9.798127037,727,18517,educational,,
Yes, 0.15 ,69.7,9.61580548,672,1658,all_other,,
Yes, 0.13 ,285.76,10.59663473,707,8730,debt_consolidation,,
No, 0.14 ,773.61,12.3327053,702,229400,credit_card,,
Yes, 0.12 ,239.87,10.34174248,722,495,all_other,,
Yes, 0.14 ,859.57,11.15625052,712,32168,debt_consolidation,,
Yes, 0.13 ,40.16,11.60823564,707,15433,home_improvement,,
Yes, 0.13 ,339.23,12.5425306,702,70524,home_improvement,,
Yes, 0.15 ,234.85,10.6454249,672,8348,major_purchase,,
No, 0.16 ,193.37,10.51867319,667,11049,all_other,,
Yes, 0.13 ,168.09,10.30895266,717,877,debt_consolidation,,
Yes, 0.10 ,128.38,11.59906646,722,139544,credit_card,,
Yes, 0.12 ,530.63,11.1124479,727,9998,credit_card,,
Yes, 0.14 ,41.26,11.08992755,672,690,debt_consolidation,,
No, 0.14 ,136.92,11.09437512,687,6685,debt_consolidation,,
Yes, 0.12 ,199.89,12.3883942,692,394107,credit_card,,
Yes, 0.14 ,68.77,10.27505111,697,1806,all_other,,
Yes, 0.12 ,199.89,10.81977828,737,2768,all_other,,
Yes, 0.20 ,787.46,11.28978191,692,40407,small_business,,
Yes, 0.14 ,51.58,11.00209984,697,25466,all_other,,
No, 0.16 ,175.79,10.83368119,677,49082,all_other,,
No, 0.19 ,500.74,11.00209984,677,12679,small_business,,
No, 0.14 ,513.44,12.23442684,697,508961,all_other,,
No, 0.13 ,168.09,10.30895266,687,7880,all_other,,
Yes, 0.13 ,368.13,10.89673933,712,11216,debt_consolidation,,
Yes, 0.14 ,470.65,11.56171563,687,17219,credit_card,,
No, 0.13 ,803.19,11.55022125,727,10293,home_improvement,,
Yes, 0.12 ,330.14,10.71441777,712,9131,debt_consolidation,,
No, 0.20 ,296.46,11.35040654,692,7491,small_business,,
Yes, 0.12 ,825.34,12.20607265,762,276570,small_business,,
No, 0.18 ,174.05,10.59563423,667,6395,all_other,,
Yes, 0.13 ,836.66,11.42954386,727,40918,credit_card,,
Yes, 0.13 ,268.95,10.75790288,687,9058,debt_consolidation,,
Yes, 0.14 ,410.75,11.30220443,672,78250,debt_consolidation,,
Yes, 0.14 ,51.35,10.46321762,677,5247,debt_consolidation,,
Yes, 0.15 ,320.59,11.57119437,692,43141,home_improvement,,
Yes, 0.15 ,249.78,10.57131693,677,5125,debt_consolidation,,
No, 0.16 ,423.77,10.71441777,667,13740,debt_consolidation,,
No, 0.18 ,359.42,11.56171563,662,9705,debt_consolidation,,
Yes, 0.13 ,405.61,10.89673933,697,4114,home_improvement,,
Yes, 0.16 ,670.96,11.46163217,667,32218,debt_consolidation,,
No, 0.15 ,867.29,11.44035477,737,3073,home_improvement,,
Yes, 0.14 ,343.83,10.57131693,682,14528,credit_card,,
No, 0.14 ,275.07,10.46310334,692,3037,debt_consolidation,,
No, 0.13 ,167.34,10.81977828,707,1464,home_improvement,,
Yes, 0.13 ,169.01,11.28978191,687,2023,major_purchase,,
No, 0.10 ,89.87,10.57131693,717,56579,debt_consolidation,,
Yes, 0.15 ,173.46,11.58988651,662,8209,debt_consolidation,,
Yes, 0.15 ,333.04,11.28978191,667,121352,credit_card,,
Yes, 0.12 ,497.01,12.1547583,767,273853,debt_consolidation,,
Yes, 0.14 ,171.15,10.46310334,677,2488,credit_card,,
Yes, 0.18 ,646.96,10.77895629,677,9611,debt_consolidation,,
Yes, 0.14 ,545.21,11.63558548,692,10196,home_improvement,,
Yes, 0.20 ,555.86,12.94800999,682,374487,small_business,,
Yes, 0.14 ,153.34,10.98549609,667,10333,debt_consolidation,,
Yes, 0.18 ,252.7,9.942708266,677,30760,small_business,,
Yes, 0.14 ,103.15,9.392661929,702,1639,all_other,,
Yes, 0.16 ,878.94,12.40901349,692,181638,credit_card,,
Yes, 0.13 ,336.18,12.24047407,697,28454,major_purchase,,
Yes, 0.11 ,249.77,11.43496392,727,13810,educational,,
Yes, 0.14 ,109.05,10.95080655,682,249,all_other,,
No, 0.13 ,364.67,10.23995979,697,8738,debt_consolidation,,
Yes, 0.15 ,689.51,11.91839057,722,41959,credit_card,,
Yes, 0.15 ,131.66,10.20359214,702,2885,all_other,,
Yes, 0.12 ,399.78,10.81977828,737,49025,debt_consolidation,,
Yes, 0.11 ,164.32,9.685977478,717,4821,debt_consolidation,,
Yes, 0.17 ,143.14,10.30895266,717,8315,credit_card,,
Yes, 0.16 ,367.26,11.09741002,667,13991,debt_consolidation,,
No, 0.16 ,875.04,11.92503512,717,14672,debt_consolidation,,
No, 0.20 ,902.54,11.91839057,687,9943,small_business,,
Yes, 0.12 ,319.83,11.48246626,712,116325,debt_consolidation,,
Yes, 0.12 ,348.23,11.06264603,722,11371,debt_consolidation,,
Yes, 0.14 ,111.75,11.0806029,682,3777,educational,,
Yes, 0.13 ,336.34,10.81977828,702,61053,debt_consolidation,,
No, 0.11 ,417.88,10.63585545,737,19093,debt_consolidation,,
Yes, 0.20 ,55.88,10.57131693,677,1513,all_other,,
No, 0.12 ,166.5,11.91839057,702,163522,debt_consolidation,,
Yes, 0.13 ,465.82,10.6561293,702,42470,debt_consolidation,,
Yes, 0.14 ,512.06,11.33857208,702,1635,all_other,,
Yes, 0.09 ,63.23,10.04324949,737,5563,educational,,
Yes, 0.13 ,475.75,11.55760242,692,156752,debt_consolidation,,
Yes, 0.20 ,166.83,10.85892207,682,5444,debt_consolidation,,
No, 0.13 ,672.67,11.60823564,717,122620,credit_card,,
Yes, 0.15 ,549.88,10.79507567,687,19469,debt_consolidation,,
Yes, 0.12 ,314.78,10.91508846,732,14676,debt_consolidation,,
No, 0.15 ,388.04,10.75790288,687,11005,debt_consolidation,,
Yes, 0.12 ,331.34,11.27720313,717,21114,debt_consolidation,,
Yes, 0.14 ,244.58,10.54275916,682,2967,debt_consolidation,,
Yes, 0.17 ,248.51,10.95080655,672,178,debt_consolidation,,
No, 0.19 ,691.27,11.6784399,682,164324,small_business,,
Yes, 0.16 ,263.68,11.45105006,672,10692,home_improvement,,
Yes, 0.14 ,343.06,11.56171563,687,28282,debt_consolidation,,
Yes, 0.17 ,120.41,10.1266311,677,5521,educational,,
Yes, 0.13 ,669.33,11.39751461,727,25076,debt_consolidation,,
No, 0.15 ,348.16,10.6454249,687,11747,debt_consolidation,,
No, 0.16 ,314.88,10.51856508,677,9771,debt_consolidation,,
No, 0.12 ,179.82,11.09011072,712,6638,debt_consolidation,,
Yes, 0.13 ,669.33,10.78931908,727,36089,debt_consolidation,,
Yes, 0.13 ,669.33,11.03488966,732,17079,major_purchase,,
Yes, 0.17 ,716.95,11.7829526,672,27572,home_improvement,,
Yes, 0.14 ,169.85,10.6214249,712,2575,all_other,,
Yes, 0.14 ,171.53,10.55302239,707,682,debt_consolidation,,
Yes, 0.15 ,623.61,12.61153775,767,210913,small_business,,
Yes, 0.13 ,201.8,11.3736634,712,3236,all_other,,
Yes, 0.11 ,403.49,11.35040654,762,190153,credit_card,,
No, 0.15 ,97.01,9.708931458,677,807,all_other,,
Yes, 0.15 ,172.38,10.30226367,667,2986,credit_card,,
Yes, 0.18 ,180.11,10.96812932,687,2401,home_improvement,,
Yes, 0.15 ,121.86,11.15619338,682,1357,all_other,,
Yes, 0.14 ,170.69,10.46310334,682,412,home_improvement,,
Yes, 0.14 ,682.74,11.46163217,712,120718,debt_consolidation,,
Yes, 0.11 ,98.42,10.61643736,732,2961,all_other,,
Yes, 0.15 ,692.9,11.22524339,682,9306,debt_consolidation,,
Yes, 0.14 ,409.65,10.50506754,682,7780,debt_consolidation,,
No, 0.16 ,41.99,10.59653473,667,18641,all_other,,
Yes, 0.14 ,512.06,11.18976142,697,21063,debt_consolidation,,
Yes, 0.18 ,727.4,11.75587164,752,3765,all_other,,
Yes, 0.18 ,290.96,11.51292546,672,34474,all_other,,
Yes, 0.12 ,199.8,10.6454249,702,9382,debt_consolidation,,
No, 0.17 ,215.09,12.22098096,687,2474,all_other,,
Yes, 0.15 ,121.86,11.55218464,662,15357,all_other,,
Yes, 0.21 ,681.19,13.01700286,697,27286,home_improvement,,
Yes, 0.18 ,542.93,11.26446411,712,20583,small_business,,
Yes, 0.13 ,40.57,10.0762637,682,1328,all_other,,
Yes, 0.14 ,512.06,11.98292909,692,15407,debt_consolidation,,
No, 0.13 ,100.9,9.629050707,712,0,educational,,
No, 0.15 ,379.23,10.1266311,677,8245,all_other,,
Yes, 0.12 ,662.68,11.72212424,737,121874,debt_consolidation,,
Yes, 0.14 ,120.08,11.35035948,672,8973,debt_consolidation,,
Yes, 0.11 ,464.86,10.58354949,722,87649,all_other,,
No, 0.14 ,238.96,10.30895266,692,896,major_purchase,,
Yes, 0.14 ,204.83,9.952277717,707,3775,home_improvement,,
No, 0.18 ,723.91,11.18731997,692,2162,small_business,,
Yes, 0.15 ,258.57,11.2515607,672,6393,debt_consolidation,,
Yes, 0.15 ,173.23,10.71441777,662,109498,debt_consolidation,,
Yes, 0.15 ,189.62,10.73639668,722,4200,debt_consolidation,,
Yes, 0.20 ,745.01,12.3883942,697,29182,debt_consolidation,,
Yes, 0.14 ,119.48,11.28978191,702,3312,all_other,,
Yes, 0.16 ,369.16,11.45100751,662,42530,debt_consolidation,,
Yes, 0.14 ,409.65,11.28978191,717,10942,home_improvement,,
Yes, 0.16 ,79.99,11.51292546,702,34070,debt_consolidation,,
Yes, 0.14 ,273.1,10.50506754,722,49084,debt_consolidation,,
No, 0.17 ,358.48,12.20607265,687,191303,small_business,,
Yes, 0.15 ,278.53,11.05879518,667,23600,debt_consolidation,,
Yes, 0.13 ,67.27,11.08980542,687,2108,all_other,,
Yes, 0.14 ,489.15,11.00209984,692,8927,debt_consolidation,,
Yes, 0.13 ,435.07,12.48370438,707,229908,credit_card,,
Yes, 0.15 ,69.64,11.1844214,667,12236,debt_consolidation,,
Yes, 0.15 ,172.38,10.89673933,717,6271,debt_consolidation,,
Yes, 0.13 ,336.34,11.51288546,707,6386,debt_consolidation,,
Yes, 0.12 ,132.54,10.71441777,727,49680,all_other,,
Yes, 0.13 ,243.37,10.82804224,692,1007,major_purchase,,
No, 0.16 ,839.67,12.69158046,682,388892,all_other,,
Yes, 0.16 ,874.66,11.75978554,692,115152,debt_consolidation,,
Yes, 0.21 ,940.14,12.56994115,682,18406,debt_consolidation,,
Yes, 0.15 ,174.08,10.49127422,667,2910,debt_consolidation,,
Yes, 0.13 ,100.4,11.69524702,702,334,home_improvement,,
No, 0.13 ,261.96,10.71441777,702,400,home_improvement,,
Yes, 0.13 ,141.26,10.08580911,732,9559,debt_consolidation,,
No, 0.21 ,827.33,12.30138283,667,109901,small_business,,
Yes, 0.14 ,543.5,12.0076461,732,715,credit_card,,
No, 0.20 ,926.83,11.60823564,737,144217,small_business,,
Yes, 0.13 ,100.9,10.67581553,707,1582,all_other,,
Yes, 0.17 ,535.12,11.40756495,662,8086,debt_consolidation,,
No, 0.14 ,475.56,11.04132055,707,12177,debt_consolidation,,
No, 0.13 ,67.27,9.729134165,722,992,all_other,,
Yes, 0.15 ,103.43,10.49127422,667,37617,all_other,,
Yes, 0.14 ,171.53,11.22251969,682,2470,home_improvement,,
No, 0.19 ,405.87,10.81985828,672,409,all_other,,
Yes, 0.15 ,258.57,11.45143297,672,56418,credit_card,,
Yes, 0.13 ,840.83,11.00209984,732,7262,debt_consolidation,,
Yes, 0.16 ,527.36,11.46167427,667,17814,debt_consolidation,,
Yes, 0.17 ,713.49,12.86099861,667,162716,all_other,,
No, 0.15 ,292.45,11.22524339,677,6837,debt_consolidation,,
No, 0.14 ,679.37,11.00209984,712,53483,home_improvement,,
Yes, 0.15 ,522.23,11.32664408,677,16034,debt_consolidation,,
No, 0.18 ,363.7,11.09741002,697,5538,small_business,,
Yes, 0.14 ,611.44,11.49272276,702,22910,credit_card,,
Yes, 0.19 ,881.3,11.55166529,672,19138,debt_consolidation,,
Yes, 0.12 ,828.35,12.4292162,757,290341,debt_consolidation,,
Yes, 0.13 ,168.17,12.59473064,692,602519,all_other,,
Yes, 0.09 ,127.09,11.28978191,727,101713,credit_card,,
Yes, 0.20 ,926.83,11.58710486,687,14858,debt_consolidation,,
Yes, 0.16 ,210.95,10.81977828,662,10361,credit_card,,
Yes, 0.09 ,317.72,11.6784399,737,140420,credit_card,,
Yes, 0.15 ,861.88,11.69524702,717,402,educational,,
Yes, 0.13 ,67.61,10.59663473,677,2622,debt_consolidation,,
Yes, 0.19 ,553.45,10.74073508,752,8808,small_business,,
Yes, 0.11 ,393.65,11.69524702,737,124185,debt_consolidation,,
No, 0.12 ,256.79,10.73630972,722,7562,home_improvement,,
Yes, 0.13 ,540.81,11.08214255,707,70715,all_other,,
Yes, 0.17 ,568.03,11.91839057,687,5306,debt_consolidation,,
Yes, 0.13 ,794.32,10.858999,717,35682,debt_consolidation,,
Yes, 0.15 ,346.45,11.01862914,672,5494,debt_consolidation,,
Yes, 0.16 ,279.89,10.91508846,667,1097,major_purchase,,
Yes, 0.17 ,178.38,9.903487553,687,539,major_purchase,,
Yes, 0.16 ,175.79,11.26070062,672,6632,debt_consolidation,,
Yes, 0.13 ,169.01,10.26813067,697,1113,debt_consolidation,,
Yes, 0.16 ,169.58,10.81977828,732,381,debt_consolidation,,
Yes, 0.13 ,252.25,10.54323396,697,19216,debt_consolidation,,
Yes, 0.15 ,110.33,10.24131601,677,1813,all_other,,
Yes, 0.21 ,94.47,11.37641822,687,52702,small_business,,
Yes, 0.09 ,47.42,10.66895539,727,46180,debt_consolidation,,
Yes, 0.14 ,81.53,11.40756495,692,29381,home_improvement,,
Yes, 0.14 ,102.42,9.574983486,687,3745,educational,,
Yes, 0.19 ,183.61,10.94199592,672,0,debt_consolidation,,
No, 0.12 ,133.2,11.15625052,697,146743,debt_consolidation,,
Yes, 0.13 ,840.83,10.73639668,727,50728,debt_consolidation,,
Yes, 0.14 ,169.85,11.12136326,727,703,home_improvement,,
Yes, 0.09 ,237.08,10.96819829,752,152002,educational,,
Yes, 0.21 ,187.14,12.08953883,707,444,debt_consolidation,,
Yes, 0.14 ,494.01,11.15625052,687,25515,debt_consolidation,,
Yes, 0.09 ,31.62,11.69524702,807,269726,home_improvement,,
No, 0.11 ,276.94,11.47210347,727,5293,all_other,,
Yes, 0.15 ,69.64,10.30895266,702,128,major_purchase,,
Yes, 0.15 ,149.71,11.05643019,672,455,all_other,,
Yes, 0.16 ,852.57,11.5228758,682,117358,debt_consolidation,,
No, 0.12 ,333,11.09741002,712,72733,credit_card,,
No, 0.16 ,281.26,10.85127695,677,1473,major_purchase,,
Yes, 0.21 ,340.06,11.40756495,682,6089,debt_consolidation,,
Yes, 0.18 ,881.97,12.30138283,727,78724,debt_consolidation,,
Yes, 0.18 ,871.71,11.51292546,727,675,home_improvement,,
Yes, 0.09 ,158.06,11.51292546,737,134842,home_improvement,,
Yes, 0.19 ,885.52,11.26446411,682,22161,small_business,,
No, 0.15 ,78.44,10.7254676,667,21081,all_other,,
Yes, 0.16 ,87.47,9.878169745,717,3492,all_other,,
Yes, 0.13 ,538.14,11.58988651,712,110886,debt_consolidation,,
No, 0.15 ,83.15,10.16585182,687,1388,all_other,,
Yes, 0.13 ,67.27,10.86696717,687,700,all_other,,
Yes, 0.16 ,174.94,10.34415892,662,2700,debt_consolidation,,
No, 0.14 ,102.42,9.773834344,732,2979,all_other,,
No, 0.15 ,522.23,11.60823564,697,38352,debt_consolidation,,
Yes, 0.15 ,167.12,11.48834585,662,5416,home_improvement,,
No, 0.16 ,314.88,10.08580911,662,7151,debt_consolidation,,
Yes, 0.13 ,100.9,11.40756495,687,5227,major_purchase,,
Yes, 0.17 ,710.03,11.28978191,677,81089,credit_card,,
Yes, 0.16 ,878.94,11.69524702,742,215175,small_business,,
Yes, 0.16 ,316.42,11.47626148,667,20916,debt_consolidation,,
Yes, 0.19 ,913.63,11.73606902,697,182893,small_business,,
Yes, 0.13 ,219.71,10.77895629,707,10274,debt_consolidation,,
Yes, 0.14 ,327.72,11.08214255,687,4433,debt_consolidation,,
Yes, 0.09 ,111.21,12.69207904,727,113962,all_other,,
Yes, 0.14 ,512.06,11.9511804,687,149822,all_other,,
Yes, 0.14 ,203.82,9.980448594,712,3103,major_purchase,,
Yes, 0.21 ,188.93,11.00209984,662,581,small_business,,
Yes, 0.18 ,900.53,12.70684793,732,34731,all_other,,
Yes, 0.15 ,139.27,10.55581274,667,1151,all_other,,
Yes, 0.11 ,403.87,11.59945172,727,256757,debt_consolidation,,
Yes, 0.14 ,679.37,11.51292546,707,23794,debt_consolidation,,
No, 0.15 ,174.08,11.22364211,707,2229,all_other,,
Yes, 0.12 ,165.67,9.903487553,717,13218,all_other,,
No, 0.19 ,913.63,11.28978191,702,33761,small_business,,
No, 0.13 ,840.83,11.28978191,717,111307,credit_card,,
Yes, 0.13 ,270.41,11.32297488,732,4751,all_other,,
Yes, 0.13 ,639.04,11.28978191,722,45444,debt_consolidation,,
Yes, 0.13 ,253.51,10.33136626,687,4566,debt_consolidation,,
No, 0.16 ,139.95,10.63585545,727,2822,all_other,,
No, 0.13 ,371.81,10.77895629,702,23065,debt_consolidation,,
Yes, 0.16 ,188.93,10.61643736,662,1972,educational,,
Yes, 0.09 ,379.33,12.01370075,807,198058,debt_consolidation,,
Yes, 0.13 ,336.34,10.93310697,712,4421,debt_consolidation,,
Yes, 0.11 ,428.59,11.22524339,732,74932,debt_consolidation,,
Yes, 0.12 ,59.94,10.37349118,712,1651,debt_consolidation,,
Yes, 0.18 ,363.7,11.05089001,717,18157,credit_card,,
Yes, 0.14 ,254.77,11.04802877,692,5963,major_purchase,,
No, 0.19 ,918.02,11.14908203,802,190050,small_business,,
Yes, 0.17 ,256.86,12.25486281,687,37820,all_other,,
Yes, 0.15 ,517.13,11.51292546,682,26435,credit_card,,
Yes, 0.15 ,167.12,10.74103806,662,4619,all_other,,
Yes, 0.13 ,678.49,11.06663836,727,10040,all_other,,
Yes, 0.11 ,32.81,10.97934285,717,5684,debt_consolidation,,
Yes, 0.14 ,411.67,11.40756495,712,8956,debt_consolidation,,
No, 0.13 ,481.92,12.61153775,717,95564,debt_consolidation,,
Yes, 0.16 ,209.92,10.858999,667,6740,debt_consolidation,,
Yes, 0.14 ,203.82,11.08214255,692,54,all_other,,
Yes, 0.12 ,333,11.69524702,717,47967,all_other,,
Yes, 0.16 ,848.42,10.62132735,722,12319,debt_consolidation,,
Yes, 0.14 ,171.53,10.69194491,707,996,debt_consolidation,,
Yes, 0.16 ,419.84,11.35040654,692,203525,debt_consolidation,,
Yes, 0.08 ,156.1,12.4874851,762,163772,all_other,,
Yes, 0.15 ,174.08,10.59663473,662,25612,home_improvement,,
Yes, 0.21 ,300.85,11.54853389,667,53338,debt_consolidation,,
Yes, 0.18 ,900.53,12.56024446,677,165867,debt_consolidation,,
Yes, 0.15 ,330.97,11.47210347,682,6193,all_other,,
Yes, 0.14 ,407.63,10.90824693,727,9139,all_other,,
Yes, 0.15 ,346.45,10.71441777,672,7201,debt_consolidation,,
Yes, 0.13 ,504.5,11.1844214,702,74095,credit_card,,
Yes, 0.11 ,725.31,11.47210347,807,158000,home_improvement,,
No, 0.11 ,498.62,11.46163217,762,217827,credit_card,,
Yes, 0.14 ,144.09,10.49127422,682,3527,debt_consolidation,,
Yes, 0.15 ,208.9,10.71441777,677,11760,debt_consolidation,,
Yes, 0.13 ,200.8,11.40756495,697,10721,credit_card,,
Yes, 0.13 ,836.66,11.53272809,727,203460,debt_consolidation,,
Yes, 0.15 ,172.38,10.51867319,667,4680,all_other,,
Yes, 0.17 ,172.07,11.60823564,667,8957,home_improvement,,
No, 0.11 ,328.04,10.30895266,737,7328,debt_consolidation,,
Yes, 0.13 ,167.34,11.87756858,702,172842,all_other,,
Yes, 0.14 ,411.67,10.6454249,677,9154,debt_consolidation,,
Yes, 0.15 ,415.74,10.65725935,697,5049,debt_consolidation,,
Yes, 0.15 ,424.41,10.91508846,672,63433,credit_card,,
Yes, 0.15 ,517.13,11.3083583,682,80237,debt_consolidation,,
Yes, 0.11 ,453.32,10.83958091,722,60656,debt_consolidation,,
Yes, 0.15 ,348.16,10.858999,707,17705,debt_consolidation,,
